from,to,relation
DOC085,ORG046,isCited
DOC658,ORG046,isPublished
DOC659,ORG046,isPublished
ORG011,ORG046,relevant
ORG011,ORG046,relevant
ORG011,ORG046,contain
DOC258,ORG046,isCited
ORG529,ORG021,contain
ORG530,DOC258,relevant
EXP_DEF101,DOC601,relevant
ACT154,ORG046,isPublished
CONC177,ACT154,relevant
CONC177,ORG531,isPublished
ACT621,CONC332,relevant
CLS203,ORG250,relevant
CONC156,DOC529,relevant
DOC660,CONC333,relevant
ACT154,DOC661,relevant
CONC162,CONC226,relevant
DOC662,ORG046,isPublished
ORG532,ORG046,relevant
LOC326,ORG046,contain
ORG046,PER107,employ
ORG532,PER108,employ
EXP_DEF102,DOC147,relevant
EXP_DEF103,DOC147,relevant
ORG046,PER109,employ
ORG046,PER110,employ
ORG532,PER111,employ
DOC662,ORG046,relevant
DOC006,ORG046,isPublished
CONC021,ORG046,isPublished
DOC258,ORG046,isCited
ACT616,ORG046,isPublished
ACT619,ORG046,isPublished
ACT620,ORG046,isPublished
DOC663,ORG046,isPublished
ORG533,ORG046,contain
CLS204,DOC664,relevant
EXP_DEF104,DOC643,publish
EXP_DEF105,DOC664,publish
EXP_DEF106,DOC665,publish
LOC205,ORG046,contain
DOC643,ORG046,isPublished
CLS205,CLS201,classifyTo
ORG500,ORG046,relevant
DOC637,ORG046,isPublished
DOC039,ORG046,isPublished
DOC554,ORG046,relevant
DOC667,DOC666,publish
ORG534,ACT626,workFor
ACT623,DOC668,relevant
DOC669,ACT627,isCited
DOC052,ORG046,isPublished
ORG099,ORG046,contain
OBJ357,ORG099,isPublished
ORG536,ORG174,relevant
DOC671,ORG532,isPublished
ORG260,LOC205,contain
CLS206,CONC335,relevant
ORG538,ORG537,relevant
DOC673,DOC015,isCited
CLS208,ORG046,isPublished
ORG046,ORG099,contain
CONC339,ORG540,contain
ORG541,CONC340,employ
ORG046,DOC674,publish
DOC675,ORG046,isPublished
DOC676,DOC558,isPublished
DOC677,ACT445,isPublished
LOC341,DOC678,relevant
DOC528,DOC554,isPublished
DOC680,DOC679,isPublished
DOC681,ACT557,isPublished
DOC118,ORG542,isPublished
DOC682,ORG046,isPublished
DOC575,ORG046,isPublished
DOC554,ORG046,isPublished
DOC683,ORG046,isPublished
DOC685,ORG046,isPublished
ACT633,LOC317,relevant
EXP_DEF107,ORG392,relevant
DOC686,ORG046,relevant
DOC687,ORG072,isPublished
ACT573,ORG542,relevant
CONC341,ORG250,relevant
DOC118,ORG543,relevant
LOC342,ORG133,contain
LOC343,ORG133,contain
LOC344,ORG133,contain
LOC345,ORG133,contain
LOC346,ORG133,contain
CONC341,ORG250,relevant
DOC147,DOC024,relevant
CLS210,ACT635,relevant
DOC690,CLS210,relevant
CLS210,OBJ359,relevant
DOC147,CLS210,relevant
ORG545,DOC387,publish
ORG135,ORG459,isPublished
ORG634,ORG594,isPublished
OBJ361,ORG548,relevant
DOC730,DOC579,isCited
DOC692,ORG046,isPublished
ORG550,ORG549,contain
ACT474,PER112,employ
PER091,PER113,employ
OBJ362,ORG552,contain
ACT638,PER114,employ
DOC693,ORG092,isPublished
CONC342,STATE053,relevant
STATE054,CONC343,relevant
STATE055,ORG553,classifyTo
EXP_DEF108,ORG554,relevant
STATE056,OBJ362,classifyTo
ACT640,ORG552,relevant
DOC694,ORG046,isPublished
DOC695,ORG558,isCited
OBJ363,ACT644,relevant
CONC345,ORG559,classifyTo
DOC701,ORG075,relevant
LOC286,CONC020,contain
OBJ083,ORG586,relevant
EXP_DEF053,ORG196,relevant
ORG560,DOC252,isCited
DOC696,ORG560,isCited
ORG562,ORG561,relevant
ORG560,ORG232,relevant
ORG563,ORG564,contain
DOC696,ORG560,isCited
ACT645,ORG560,relevant
ORG560,PER115,employ
CONC346,ORG560,relevant
LOC347,ORG046,contain
DOC591,DOC118,relevant
ACT029,LOC348,contain
ACT650,CONC348,publish
DOC698,ORG046,isPublished
ACT652,ORG099,relevant
CLS213,CONC350,relevant
CLS215,CLS214,classifyTo
DOC118,ORG046,isPublished
CLS053,ORG046,relevant
ORG046,DOC134,publish
LOC349,ORG573,contain
LOC350,ORG574,contain
LOC351,ORG575,contain
DOC699,ORG570,isPublished
ORG516,ORG046,contain
DOC177,DOC024,isCited
ORG016,ORG582,contain
ORG016,ORG583,contain
ORG388,ORG584,contain
ORG016,ORG585,contain
CONC354,CLS007,relevant
ACT659,ORG113,relevant
DOC703,ORG046,isPublished
ORG114,ORG046,contain
ORG560,ORG046,relevant
DOC024,ORG560,isCited
ACT481,ORG560,relevant
ORG565,ORG560,relevant
ACT645,ORG560,relevant
ORG017,ORG560,relevant
CLS219,ORG587,isPublished
CONC356,CONC226,relevant
CLS220,PER117,relevant
CLS221,PER118,relevant
CLS222,ORG588,relevant
ORG030,PER119,contain
CONC356,CONC226,relevant
DOC015,ORG046,isCited
ORG046,ORG463,isPublished
OBJ371,OBJ370,relevant
OBJ061,ORG589,relevant
LOC255,LOC352,relevant
DOC704,ORG462,relevant
DOC705,ORG590,relevant
ACT663,ORG591,relevant
ORG592,ORG459,relevant
DOC209,DOC047,isCited
DOC706,ORG046,isPublished
CONC133,ORG560,relevant
ACT664,CLS223,relevant
ACT665,CLS224,relevant
DOC710,ORG046,isPublished
ACT669,ORG596,contain
CONC357,ORG596,relevant
DOC711,ORG598,relevant
CONC358,ORG598,relevant
OBJ373,ORG598,relevant
OBJ373,ORG596,relevant
DOC712,ORG046,relevant
ORG046,ORG459,contain
LOC255,LOC354,contain
DOC713,ORG046,isPublished
CLS226,ORG099,relevant
EXP_DEF110,ORG099,relevant
CLS092,OBJ248,publish
DOC714,OBJ375,relevant
DOC715,ORG017,isPublished
DOC390,ORG046,isPublished
ORG033,ORG244,contain
DOC716,ORG046,isPublished
ACT671,ORG046,isPublished
ORG600,ORG599,relevant
DOC461,ORG046,isPublished
OBJ376,ORG601,relevant
OBJ376,ORG601,relevant
DOC081,DOC717,isCited
CONC360,ACT673,relevant
PER120,ACT673,publish
OBJ377,ORG046,isPublished
OBJ378,LOC001,relevant
LOC008,LOC012,contain
OBJ377,ACT032,relevant
CLS031,LOC012,relevant
DOC211,DOC015,isCited
DOC177,ORG046,relevant
DOC721,ORG046,isCited
ORG232,ORG561,contain
ORG606,ORG279,contain
DOC177,ORG046,isPublished
DOC211,DOC015,isCited
ORG037,ORG613,relevant
ORG046,ORG011,relevant
ORG046,DOC722,isPublished
EXP_DEF112,CLS229,relevant
EXP_DEF113,CLS230,relevant
DOC177,DOC024,isCited
DOC387,DOC291,relevant
EXP_DEF114,DOC291,relevant
EXP_DEF115,DOC387,relevant
ORG607,DOC689,publish
ORG046,DOC689,publish
PER102,ORG046,contain
CONC362,PER102,relevant
ORG608,PER102,employ
CONC363,PER102,relevant
CONC364,PER102,relevant
CONC365,ORG609,relevant
PER121,ORG610,workFor
PER102,ORG610,relevant
DOC725,ORG610,isPublished
DOC726,ORG610,relevant
DOC728,DOC727,isCited
CONC366,ORG611,employ
EXP_DEF118,ORG611,relevant
STATE058,ACT686,relevant
EXP_DEF119,ACT687,relevant
DOC727,ACT687,isCited
DOC727,ORG611,publish
ORG046,ORG011,isPublished
ORG196,OBJ353,relevant
ORG046,ORG011,relevant
ORG613,ORG099,contain
DOC006,ORG594,isPublished
OBJ371,OBJ061,relevant
LOC255,LOC352,contain
ORG595,DOC704,isPublished
DOC705,ORG590,isPublished
EXP_DEF008,DOC579,relevant
LOC354,OBJ311,contain
DOC006,ORG463,isPublished
ORG460,ORG459,contain
ORG592,ORG459,contain
ORG046,ORG463,contain
ORG460,ORG463,contain
ORG592,ORG463,contain
DOC006,ORG463,isPublished
ORG046,ORG463,isPublished
ORG460,ORG463,isPublished
ORG592,ORG463,isPublished
ORG046,ORG011,isPublished
CONC366,ORG611,workFor
EXP_DEF119,ACT687,relevant
CONC367,ORG611,publish
DOC727,ACT687,isCited
DOC715,ORG046,isPublished
ORG244,ORG046,contain
DOC716,ORG046,isPublished
ORG612,ORG046,relevant
CONC368,ORG046,relevant
DOC177,ORG613,isPublished
DOC177,LOC355,publish
STATE059,ACT688,relevant
CONC372,ORG261,relevant
DOC731,OBJ388,relevant
STATE060,CONC373,relevant
ORG615,ORG614,relevant
LOC356,DOC732,relevant
ORG616,DOC733,relevant
ORG613,ORG099,relevant
ORG617,ORG613,relevant
ORG613,CONC374,relevant
DOC177,ORG046,relevant
DOC674,ORG046,isPublished
ORG619,ORG618,isPublished
DOC704,OBJ389,relevant
DOC734,ORG591,relevant
DOC735,ORG462,isPublished
DOC390,ORG046,isPublished
ORG054,ORG077,contain
ORG046,ORG379,relevant
ACT690,DOC390,relevant
DOC736,ORG622,isPublished
DOC737,ORG011,isPublished
OBJ390,ORG046,isPublished
EXP_DEF120,ORG046,isPublished
DOC390,ORG046,relevant
CONC147,ORG046,relevant
DOC384,ORG046,isCited
DOC390,ORG046,relevant
DOC744,ORG638,isPublished
DOC006,ORG459,isPublished
DOC745,ORG636,isPublished
CLS118,ORG046,relevant
ORG046,ORG135,isPublished
DOC738,DOC061,isCited
ORG135,ORG046,isPublished
CLS235,OBJ391,relevant
DOC739,ORG046,isPublished
CONC055,CLS211,relevant
OBJ392,ACT695,relevant
ORG046,ORG246,contain
EXP_DEF002,ORG046,isPublished
ORG629,ORG533,contain
CLS125,DOC718,relevant
ACT697,CLS125,relevant
CLS125,ACT032,relevant
CLS125,ACT040,relevant
CLS015,DOC718,relevant
DOC015,ORG046,relevant
ORG632,ORG631,isPublished
ORG634,ORG633,isPublished
ORG635,ORG634,isPublished
DOC006,ORG631,isPublished
DOC006,ORG632,isPublished
DOC006,ORG633,isPublished
DOC006,ORG634,isPublished
DOC006,ORG635,isPublished
DOC704,OBJ389,relevant
ACT663,DOC704,relevant
DOC741,ORG046,isPublished
ORG460,ORG459,isPublished
ORG460,ORG636,isPublished
DOC704,OBJ393,relevant
LOC357,OBJ393,contain
CONC377,OBJ393,relevant
LOC357,OBJ393,contain
ORG637,ORG462,relevant
DOC744,ORG638,isPublished
DOC006,ORG594,isPublished
DOC745,ORG636,isPublished
ORG046,ORG459,isPublished
OBJ061,LOC358,contain
EXP_DEF121,DOC704,relevant
DOC747,LOC354,isCited
DOC748,ORG459,isPublished
ORG046,DOC749,publish
CONC045,ORG046,relevant
DOC015,ORG046,isCited
ORG443,ORG640,contain
DOC751,DOC750,isCited
ACT703,DOC444,publish
CONC045,ORG046,relevant
DOC756,DOC755,isPublished
CLS262,DOC756,relevant
CLS262,ORG081,contain
OBJ404,DOC444,relevant
CONC379,CONC378,relevant
ORG046,DOC757,publish
ORG645,ORG046,contain
LOC084,LOC083,contain
DOC394,ORG046,isPublished
STATE012,ORG046,relevant
CONC380,LOC251,relevant
LOC251,DOC758,relevant
OBJ406,DOC047,relevant
OBJ407,ORG196,relevant
EXP_DEF123,CLS263,relevant
EXP_DEF125,CLS264,relevant
EXP_DEF127,OBJ411,relevant
EXP_DEF128,CLS265,relevant
EXP_DEF129,CLS266,relevant
DOC760,DOC759,isPublished
DOC760,ORG046,isPublished
EXP_DEF122,OBJ408,relevant
EXP_DEF123,CLS263,relevant
EXP_DEF124,OBJ409,relevant
EXP_DEF125,CLS264,relevant
EXP_DEF126,OBJ410,relevant
EXP_DEF127,OBJ411,relevant
EXP_DEF128,CLS265,relevant
EXP_DEF129,CLS266,relevant
STATE012,ORG046,relevant
DOC384,ORG046,isPublished
ORG196,ORG649,contain
DOC384,ORG046,isPublished
ORG196,ORG649,contain
CLS267,ORG046,isPublished
STATE061,ORG046,publish
DOC477,ORG046,isPublished
DOC390,LOC253,contain
DOC209,DOC047,isCited
CONC068,ORG046,relevant
CONC068,ORG042,isPublished
CONC006,ORG042,relevant
CONC068,ORG046,relevant
CONC068,ORG046,relevant
CONC214,ACT166,relevant
DOC264,DOC384,relevant
CLS025,ORG046,isPublished
ORG651,LOC208,contain
CONC383,ORG652,relevant
DOC562,ORG046,isPublished
DOC761,ORG046,isPublished
DOC762,CONC384,relevant
CONC385,ORG133,relevant
DOC763,ORG046,isPublished
DOC764,ORG046,isPublished
CONC386,ORG046,relevant
ACT714,ORG046,isPublished
ORG653,ORG046,contain
STATE062,ORG653,relevant
ACT113,ORG653,relevant
ORG046,ORG010,contain
CONC006,ORG046,relevant
CONC385,ORG046,relevant
ORG046,ORG502,contain
CONC006,ACT236,relevant
OBJ088,ACT236,relevant
DOC766,ORG046,isPublished
LOC326,ORG046,contain
CLS130,ORG046,relevant
CONC387,ORG046,relevant
DOC767,ORG046,isPublished
OBJ414,ORG046,relevant
DOC768,ORG046,isPublished
DOC769,ORG046,isPublished
DOC770,ORG046,isPublished
DOC771,ORG046,isPublished
CONC068,DOC772,isPublished
DOC773,ORG046,isPublished
ORG379,DOC774,publish
DOC014,ORG001,isPublished
ORG008,ORG001,contain
DOC039,ORG001,isPublished
DOC775,ORG001,isPublished
DOC039,ORG001,isPublished
ORG010,ORG001,isPublished
ORG008,ORG011,isPublished
DOC119,ORG001,isPublished
ORG654,ORG067,contain
LOC361,OBJ129,contain
DOC777,ORG078,isCited
DOC778,ORG078,isPublished
CONC389,ORG078,relevant
ACT721,ORG658,relevant
DOC780,ORG046,isPublished
LOC362,OBJ129,contain
ACT724,ORG661,relevant
ACT725,ORG657,relevant
ORG038,ORG001,contain
DOC781,LOC363,contain
CONC019,DOC781,relevant
DOC039,ORG001,isPublished
DOC784,ORG001,isPublished
ORG067,ORG001,contain
EXP_DEF130,ORG001,relevant
DOC785,CONC118,isPublished
DOC786,OBJ416,relevant
DOC788,OBJ417,isPublished
DOC789,OBJ093,relevant
DOC790,OBJ177,isPublished
DOC793,OBJ418,isPublished
DOC794,LOC055,isPublished
DOC795,CLS130,isPublished
DOC796,ACT726,isPublished
DOC797,ACT727,relevant
DOC800,DOC799,isPublished
LOC364,LOC194,contain
DOC394,ORG001,isPublished
CONC393,ACT197,relevant
CONC395,DOC779,contain
CLS268,ORG078,employ
ACT728,OBJ419,relevant
DOC801,ORG664,relevant
CONC396,LOC292,relevant
ORG001,ORG502,isPublished
ORG001,ORG502,isPublished
DOC426,ORG667,isPublished
DOC040,ORG046,isPublished
DOC803,ORG668,isPublished
DOC006,ORG667,isPublished
CONC400,CONC167,relevant
ACT731,ORG669,employ
DOC806,ACT735,relevant
ACT736,DOC807,relevant
CONC401,DOC807,relevant
CONC403,CONC402,relevant
CLS270,DOC807,relevant
ACT737,CONC171,relevant
ACT738,ORG670,relevant
DOC253,ORG046,isCited
ORG671,ORG046,contain
CLS271,OBJ420,relevant
DOC809,ORG046,isPublished
ORG046,ORG046,contain
PER124,ORG672,employ
PER125,ORG673,employ
LOC366,ORG046,isPublished
LOC368,LOC367,contain
ORG674,LOC367,contain
OBJ421,LOC367,relevant
LOC369,LOC367,relevant
CLS222,LOC367,relevant
LOC370,LOC367,relevant
EXP_DEF132,LOC367,relevant
CONC405,LOC367,relevant
EXP_DEF133,LOC367,relevant
EXP_DEF134,LOC367,relevant
CONC082,LOC367,relevant
LOC371,LOC367,relevant
